No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
43506,2014,12,18,17,189.0,-6,-1.0,1026.0,cv,0.89,0,0
13890,2011,8,2,17,,16,30.0,1007.0,SE,42.91,0,0
26654,2013,1,15,13,109.0,-6,-3.0,1024.0,SE,67.51,0,0
20146,2012,4,19,9,100.0,7,13.0,1013.0,SE,8.94,0,0
21743,2012,6,24,22,144.0,21,22.0,1004.0,SE,3.58,0,2
4291,2010,6,28,18,189.0,19,30.0,1001.0,SE,25.47,0,0
10936,2011,4,1,15,16.0,-10,11.0,1027.0,NW,7.15,0,0
35321,2014,1,11,16,143.0,-25,4.0,1027.0,SE,4.02,0,0
1893,2010,3,20,20,23.0,-12,7.0,1016.0,NW,166.32,0,0
41242,2014,9,15,9,11.0,8,19.0,1021.0,NE,1.79,0,0
25291,2012,11,19,18,51.0,-9,7.0,1024.0,cv,3.13,0,0
4978,2010,7,27,9,210.0,25,31.0,1006.0,cv,0.89,0,0
13596,2011,7,21,11,92.0,23,25.0,1004.0,cv,0.89,0,3
35059,2013,12,31,18,15.0,-19,8.0,1013.0,NW,109.95,0,0
13113,2011,7,1,8,206.0,23,25.0,1004.0,SE,4.92,0,1
9872,2011,2,16,7,269.0,-11,-9.0,1023.0,cv,0.45,0,0
13,2010,1,1,12,,-19,-5.0,1015.0,NW,37.56,0,0
27252,2013,2,9,11,184.0,-13,-4.0,1026.0,NE,1.79,0,0
15557,2011,10,11,4,41.0,12,15.0,1025.0,NE,0.89,0,0
32326,2013,9,8,21,159.0,16,21.0,1015.0,NE,0.89,0,0
15377,2011,10,3,16,,-1,21.0,1023.0,SE,15.19,0,0
8619,2010,12,26,2,41.0,-20,-12.0,1020.0,cv,0.89,0,0
31859,2013,8,20,10,108.0,20,29.0,1010.0,SE,5.37,0,0
17034,2011,12,11,17,33.0,-10,8.0,1025.0,NW,45.6,0,0
34488,2013,12,7,23,424.0,-3,1.0,1020.0,cv,2.68,0,0
15131,2011,9,23,10,76.0,11,22.0,1018.0,SE,1.79,0,0
41063,2014,9,7,22,140.0,20,22.0,1008.0,NW,2.68,0,0
7392,2010,11,4,23,136.0,1,7.0,1022.0,NW,0.89,0,0
6720,2010,10,7,23,423.0,14,14.0,1017.0,cv,0.89,0,0
35724,2014,1,28,11,15.0,-16,2.0,1031.0,SE,4.92,0,0
6780,2010,10,10,11,408.0,15,17.0,1012.0,SE,1.79,0,0
37693,2014,4,20,12,23.0,-1,19.0,1017.0,NW,21.91,0,0
15762,2011,10,19,17,209.0,13,16.0,1019.0,SE,17.44,0,0
32027,2013,8,27,10,60.0,18,24.0,1009.0,SE,80.04,0,0
18741,2012,2,20,20,254.0,-12,-2.0,1020.0,SE,10.73,0,0
21145,2012,5,31,0,68.0,7,15.0,1018.0,cv,2.23,0,0
26828,2013,1,22,19,396.0,-5,-5.0,1026.0,SE,17.44,3,0
17000,2011,12,10,7,15.0,-17,-4.0,1030.0,NW,136.34,0,0
23249,2012,8,26,16,145.0,19,29.0,1009.0,SE,23.69,0,0
18959,2012,2,29,22,318.0,-5,0.0,1021.0,NE,2.68,0,0
20590,2012,5,7,21,113.0,4,23.0,1005.0,SE,4.92,0,0
1564,2010,3,7,3,68.0,-10,-6.0,1035.0,SE,31.3,0,0
4157,2010,6,23,4,,13,20.0,1011.0,SE,9.38,0,0
18646,2012,2,16,21,15.0,-20,-5.0,1030.0,NW,125.17,0,0
7253,2010,10,30,4,57.0,0,4.0,1027.0,NW,14.31,0,0
20564,2012,5,6,19,136.0,11,24.0,1003.0,SE,32.18,0,0
14938,2011,9,15,9,195.0,19,21.0,1011.0,cv,0.89,0,0
21094,2012,5,28,21,,14,28.0,1011.0,SE,43.37,0,0
19254,2012,3,13,5,175.0,-11,-5.0,1021.0,cv,1.34,0,0
34979,2013,12,28,10,17.0,-23,-2.0,1029.0,NW,68.83,0,0
31213,2013,7,24,12,12.0,13,35.0,1000.0,NW,4.92,0,0
40717,2014,8,24,12,4.0,11,30.0,1007.0,cv,0.89,0,0
15380,2011,10,3,19,,3,16.0,1023.0,SE,21.9,0,0
32783,2013,9,27,22,266.0,11,15.0,1011.0,cv,1.78,0,0
9366,2011,1,26,5,21.0,-21,-11.0,1040.0,NW,13.87,0,0
42652,2014,11,13,3,12.0,-14,0.0,1028.0,cv,2.68,0,0
29995,2013,6,3,18,115.0,5,32.0,1004.0,SE,10.28,0,0
23685,2012,9,13,20,16.0,10,18.0,1014.0,cv,0.89,0,0
26188,2012,12,27,3,,-16,-13.0,1031.0,NW,10.29,0,0
9849,2011,2,15,8,117.0,-14,-11.0,1029.0,NE,1.78,0,0
31274,2013,7,27,1,85.0,22,25.0,1002.0,NE,2.68,0,0
33298,2013,10,19,9,30.0,-5,15.0,1026.0,NW,28.61,0,0
16026,2011,10,30,17,211.0,9,12.0,1021.0,SE,15.21,0,0
18982,2012,3,1,21,235.0,0,2.0,1025.0,cv,1.78,0,0
17264,2011,12,21,7,13.0,-16,-4.0,1028.0,NW,3.13,0,0
15952,2011,10,27,15,207.0,5,17.0,1021.0,SE,13.86,0,0
8134,2010,12,5,21,11.0,-14,4.0,1030.0,NW,77.31,0,0
19148,2012,3,8,19,17.0,-21,2.0,1028.0,NW,1.79,0,0
8625,2010,12,26,8,27.0,-17,-5.0,1018.0,NW,28.62,0,0
40844,2014,8,29,19,95.0,20,24.0,1015.0,SE,3.57,0,0
33697,2013,11,5,0,158.0,-1,6.0,1025.0,NE,1.79,0,0
31017,2013,7,16,8,11.0,18,27.0,999.0,NW,7.15,0,0
41501,2014,9,26,4,99.0,16,18.0,1013.0,SE,1.79,0,0
2848,2010,4,29,15,19.0,-9,19.0,1012.0,NW,107.28,0,0
41133,2014,9,10,20,57.0,16,23.0,1013.0,SE,28.61,0,0
40871,2014,8,30,22,138.0,21,22.0,1013.0,cv,0.89,0,0
42635,2014,11,12,10,6.0,-22,6.0,1027.0,NW,227.11,0,0
7345,2010,11,3,0,,-1,1.0,1024.0,cv,2.67,0,0
34143,2013,11,23,14,107.0,-11,16.0,1018.0,NW,7.15,0,0
33632,2013,11,2,7,242.0,2,4.0,1023.0,cv,7.58,0,0
178,2010,1,8,9,92.0,-16,-12.0,1030.0,SE,1.78,0,0
3630,2010,6,1,5,92.0,14,17.0,1017.0,SE,6.26,0,0
16383,2011,11,14,14,129.0,-8,11.0,1024.0,SE,1.79,0,0
26565,2013,1,11,20,325.0,-11,-7.0,1025.0,cv,1.79,0,0
9202,2011,1,19,9,21.0,-22,-8.0,1034.0,NW,4.92,0,0
34857,2013,12,23,8,124.0,-15,-6.0,1031.0,NW,24.14,0,0
42094,2014,10,20,21,239.0,13,15.0,1022.0,SE,4.47,0,0
13209,2011,7,5,8,105.0,18,27.0,1000.0,SE,59.0,0,0
13088,2011,6,30,7,145.0,20,21.0,1003.0,SE,6.71,0,1
24288,2012,10,8,23,398.0,14,16.0,1015.0,SE,1.79,0,0
26949,2013,1,27,20,317.0,-5,-3.0,1025.0,cv,0.89,0,0
4455,2010,7,5,14,8.0,6,40.0,998.0,NW,12.07,0,0
27183,2013,2,6,14,9.0,-19,3.0,1023.0,NW,23.69,0,0
37280,2014,4,3,7,15.0,-16,11.0,1026.0,NW,5.81,0,0
4412,2010,7,3,19,48.0,17,34.0,998.0,SE,22.35,0,0
25993,2012,12,19,0,93.0,-11,-8.0,1031.0,NE,0.89,0,0
32553,2013,9,18,8,104.0,18,20.0,1020.0,cv,2.67,0,1
11083,2011,4,7,18,,-15,17.0,1018.0,NW,105.05,0,0
11539,2011,4,26,18,16.0,3,15.0,1007.0,NW,25.03,0,0
29219,2013,5,2,10,102.0,7,19.0,1014.0,cv,0.89,0,0
22059,2012,7,8,2,136.0,23,25.0,1001.0,cv,2.67,0,0
25144,2012,11,13,15,12.0,-18,6.0,1017.0,NW,219.02,0,0
18451,2012,2,8,18,12.0,-21,-3.0,1024.0,NE,1.79,0,0
19020,2012,3,3,11,81.0,-5,1.0,1030.0,SE,29.5,0,0
34638,2013,12,14,5,53.0,-19,-7.0,1027.0,cv,0.89,0,0
36321,2014,2,22,8,336.0,-6,2.0,1030.0,NW,16.09,0,0
3573,2010,5,29,20,34.0,13,23.0,1002.0,cv,0.89,0,0
43711,2014,12,27,6,207.0,-10,-7.0,1029.0,NW,12.53,0,0
6055,2010,9,10,6,50.0,15,16.0,1009.0,cv,0.89,0,0
9917,2011,2,18,4,384.0,-9,-7.0,1027.0,NW,0.89,0,0
42598,2014,11,10,21,153.0,0,5.0,1019.0,cv,0.89,0,0
28785,2013,4,14,8,9.0,-18,10.0,1015.0,NW,3.13,0,0
35023,2013,12,30,6,,-24,0.0,1016.0,NW,35.76,0,0
39658,2014,7,11,9,18.0,13,31.0,1001.0,NE,8.04,0,0
26932,2013,1,27,3,318.0,-10,-7.0,1029.0,NE,2.67,0,0
25276,2012,11,19,3,10.0,-11,3.0,1025.0,NW,94.32,0,0
11432,2011,4,22,7,,7,8.0,1018.0,NW,1.79,0,0
928,2010,2,8,15,163.0,-5,5.0,1017.0,SE,1.79,0,0
36255,2014,2,19,14,22.0,-17,5.0,1027.0,cv,0.89,0,0
25250,2012,11,18,1,171.0,-3,-1.0,1020.0,SE,6.26,0,0
1829,2010,3,18,4,86.0,-5,-2.0,1025.0,cv,0.89,0,0
17636,2012,1,5,19,179.0,-16,-4.0,1028.0,cv,0.9,0,0
1331,2010,2,25,10,241.0,0,5.0,1017.0,SE,6.7,0,0
43159,2014,12,4,6,6.0,-21,-6.0,1027.0,NE,1.79,0,0
4551,2010,7,9,14,112.0,19,30.0,1005.0,SE,20.12,0,0
28936,2013,4,20,15,70.0,-2,16.0,1018.0,SE,4.92,0,0
32775,2013,9,27,14,202.0,7,23.0,1010.0,SE,9.84,0,0
39074,2014,6,17,1,221.0,20,26.0,1001.0,SE,11.17,0,0
41390,2014,9,21,13,78.0,14,24.0,1017.0,SE,5.37,0,0
32462,2013,9,14,13,39.0,5,32.0,1008.0,NW,7.15,0,0
6892,2010,10,15,3,18.0,-1,12.0,1020.0,NW,121.59,0,0
9361,2011,1,26,0,34.0,-21,-9.0,1039.0,NW,3.58,0,0
42495,2014,11,6,14,3.0,-16,11.0,1029.0,NE,51.86,0,0
39939,2014,7,23,2,20.0,15,27.0,1005.0,NW,24.58,0,0
17141,2011,12,16,4,8.0,-23,-8.0,1040.0,NW,184.62,0,0
33174,2013,10,14,5,88.0,10,14.0,1021.0,NW,3.57,0,0
6137,2010,9,13,16,150.0,16,33.0,1010.0,SE,4.92,0,0
14155,2011,8,13,18,141.0,25,29.0,999.0,SE,48.75,0,0
7285,2010,10,31,12,57.0,0,16.0,1024.0,NW,33.1,0,0
36839,2014,3,15,22,189.0,-6,14.0,1013.0,SE,23.7,0,0
1208,2010,2,20,7,122.0,-13,-8.0,1014.0,NW,1.79,0,0
6276,2010,9,19,11,118.0,15,20.0,1014.0,cv,0.89,0,0
29354,2013,5,8,1,223.0,10,20.0,1014.0,SE,48.28,0,0
13938,2011,8,4,17,100.0,22,30.0,1004.0,SE,15.64,0,0
8543,2010,12,22,22,18.0,-22,0.0,1026.0,NE,24.59,0,0
20882,2012,5,20,1,,17,19.0,1013.0,NE,5.81,0,1
38697,2014,6,1,8,43.0,16,23.0,1007.0,NW,20.57,0,0
22995,2012,8,16,2,96.0,20,22.0,1010.0,SE,1.79,0,0
8265,2010,12,11,8,23.0,-15,-6.0,1024.0,SE,3.13,0,0
14118,2011,8,12,5,103.0,24,25.0,1004.0,SE,1.79,0,0
21632,2012,6,20,7,135.0,20,23.0,1003.0,SE,0.89,0,0
24015,2012,9,27,14,10.0,10,16.0,1016.0,NW,17.88,0,2
36511,2014,3,2,6,139.0,-6,-1.0,1023.0,SE,1.79,0,0
11917,2011,5,12,12,22.0,-2,20.0,1010.0,NW,199.8,0,0
3661,2010,6,2,12,,15,22.0,1017.0,cv,0.89,0,0
25121,2012,11,12,16,22.0,-14,9.0,1015.0,NW,45.14,0,0
21585,2012,6,18,8,144.0,17,26.0,1004.0,NW,4.02,0,0
25208,2012,11,16,7,170.0,0,0.0,1023.0,cv,2.23,0,0
4178,2010,6,24,1,78.0,13,21.0,1009.0,SE,16.1,0,0
23379,2012,9,1,2,196.0,24,25.0,1011.0,SE,3.58,0,0
18583,2012,2,14,6,236.0,-11,-2.0,1025.0,NW,21.0,0,0
15946,2011,10,27,9,,7,8.0,1024.0,cv,1.78,0,0
43491,2014,12,18,2,160.0,-13,-7.0,1030.0,NW,2.68,0,0
18975,2012,3,1,14,314.0,-4,5.0,1023.0,SE,0.89,0,0
30259,2013,6,14,18,132.0,15,29.0,1005.0,SE,76.9,0,0
27769,2013,3,3,0,157.0,-13,-4.0,1027.0,NW,0.89,0,0
22450,2012,7,24,9,70.0,21,25.0,1008.0,cv,5.34,0,0
45,2010,1,2,20,154.0,-7,-5.0,1028.0,SE,46.04,0,0
25974,2012,12,18,5,17.0,-19,-10.0,1038.0,NW,4.02,0,0
42142,2014,10,22,21,127.0,7,12.0,1020.0,cv,1.78,0,0
7214,2010,10,28,13,42.0,0,17.0,1027.0,cv,2.68,0,0
3467,2010,5,25,10,33.0,6,26.0,1013.0,NW,12.07,0,0
29739,2013,5,24,2,215.0,18,20.0,1010.0,NE,1.78,0,0
27169,2013,2,6,0,156.0,-8,-7.0,1024.0,cv,1.78,0,0
41233,2014,9,15,0,42.0,12,14.0,1019.0,NW,0.89,0,0
30840,2013,7,8,23,141.0,24,25.0,1003.0,SE,0.89,0,0
35812,2014,2,1,3,167.0,-5,2.0,1018.0,NW,2.68,0,0
12418,2011,6,2,9,99.0,12,26.0,1006.0,SE,3.58,0,0
33791,2013,11,8,22,169.0,1,8.0,1021.0,cv,2.68,0,0
4739,2010,7,17,10,154.0,23,28.0,1007.0,SE,5.37,0,0
16427,2011,11,16,10,154.0,4,9.0,1028.0,NW,1.79,0,0
11468,2011,4,23,19,16.0,-2,16.0,1013.0,NW,20.12,0,0
33277,2013,10,18,12,218.0,4,15.0,1025.0,SE,1.79,0,0
35716,2014,1,28,3,13.0,-21,-4.0,1029.0,NW,10.28,0,0
37557,2014,4,14,20,252.0,10,22.0,1014.0,SE,19.22,0,0
24778,2012,10,29,9,58.0,4,10.0,1024.0,cv,1.78,0,0
3137,2010,5,11,16,11.0,3,23.0,1013.0,SE,1.79,0,0
17138,2011,12,16,1,11.0,-22,-8.0,1040.0,NW,159.59,0,0
4393,2010,7,3,0,34.0,19,25.0,1001.0,NE,0.89,0,0
25406,2012,11,24,13,83.0,-9,7.0,1020.0,cv,4.46,0,0
32984,2013,10,6,7,197.0,12,14.0,1024.0,SE,0.89,0,0
43233,2014,12,7,8,72.0,-5,-2.0,1026.0,SE,3.58,0,0
30001,2013,6,4,0,166.0,13,22.0,1007.0,SE,1.79,0,0
24675,2012,10,25,2,202.0,7,7.0,1015.0,cv,1.78,0,0
26956,2013,1,28,3,369.0,-5,-4.0,1022.0,NE,0.89,0,0
40896,2014,8,31,23,104.0,20,21.0,1014.0,NE,0.89,0,0
25353,2012,11,22,8,226.0,0,4.0,1022.0,NW,6.71,0,0
30963,2013,7,14,2,92.0,21,25.0,1007.0,SE,44.27,0,0
1942,2010,3,22,21,27.0,-12,9.0,1020.0,NW,103.24,0,0
28758,2013,4,13,5,109.0,2,7.0,1002.0,cv,2.67,0,0
27337,2013,2,13,0,197.0,-9,-5.0,1024.0,SE,1.79,0,0
13488,2011,7,16,23,47.0,20,22.0,1004.0,SE,8.04,0,2
32469,2013,9,14,20,27.0,9,20.0,1010.0,NE,5.37,0,0
36210,2014,2,17,17,73.0,-19,4.0,1033.0,SE,23.25,0,0
18386,2012,2,6,1,262.0,-10,-4.0,1019.0,NE,2.68,0,0
41422,2014,9,22,21,119.0,18,19.0,1018.0,NW,7.15,0,3
17338,2011,12,24,9,19.0,-15,-1.0,1029.0,cv,0.89,0,0
43785,2014,12,30,8,17.0,-15,0.0,1019.0,cv,1.78,0,0
14120,2011,8,12,7,125.0,24,26.0,1004.0,SE,0.89,0,0
166,2010,1,7,21,159.0,-19,-14.0,1032.0,cv,0.45,0,0
20626,2012,5,9,9,154.0,7,22.0,1015.0,cv,2.67,0,0
33936,2013,11,14,23,78.0,-10,9.0,1019.0,NW,1.79,0,0
4786,2010,7,19,9,232.0,24,27.0,1007.0,SE,59.02,0,0
36892,2014,3,18,3,17.0,-12,11.0,1021.0,NE,9.83,0,0
14067,2011,8,10,2,,21,22.0,1007.0,NW,5.81,0,0
5386,2010,8,13,9,132.0,24,27.0,1002.0,cv,0.89,0,1
30946,2013,7,13,9,135.0,23,27.0,1007.0,SE,1.79,0,0
7641,2010,11,15,8,26.0,-8,0.0,1035.0,NW,230.76,0,0
30283,2013,6,15,18,148.0,18,30.0,1005.0,SE,8.5,0,0
36061,2014,2,11,12,90.0,-16,-2.0,1028.0,cv,1.78,0,0
30517,2013,6,25,12,161.0,20,23.0,1001.0,SE,1.79,0,0
35467,2014,1,17,18,195.0,-23,4.0,1031.0,NW,28.6,0,0
25969,2012,12,18,0,17.0,-18,-6.0,1038.0,NW,160.04,0,0
29981,2013,6,3,4,170.0,15,17.0,1003.0,NW,1.79,0,0
34069,2013,11,20,12,32.0,-12,10.0,1023.0,cv,1.79,0,0
39842,2014,7,19,1,69.0,24,28.0,1007.0,SE,5.36,0,0
14504,2011,8,28,7,97.0,19,20.0,1011.0,NW,6.26,0,0
31709,2013,8,14,4,45.0,21,24.0,1004.0,SE,3.13,0,0
12568,2011,6,8,15,49.0,14,33.0,998.0,SE,7.15,0,0
27870,2013,3,7,5,334.0,-5,-2.0,1012.0,cv,0.45,0,0
12005,2011,5,16,4,43.0,3,10.0,1016.0,cv,0.89,0,0
18924,2012,2,28,11,308.0,-8,3.0,1022.0,SE,3.58,0,0
22265,2012,7,16,16,51.0,17,34.0,1006.0,SE,7.15,0,0
27518,2013,2,20,13,126.0,-13,4.0,1027.0,NW,1.79,0,0
22151,2012,7,11,22,24.0,22,23.0,996.0,NE,1.79,0,0
11796,2011,5,7,11,18.0,3,23.0,1009.0,cv,4.02,0,0
38059,2014,5,5,18,32.0,-7,19.0,1014.0,SE,16.54,0,0
30612,2013,6,29,11,103.0,20,23.0,1005.0,NE,3.58,0,0
22722,2012,8,4,17,24.0,23,31.0,1008.0,SE,12.52,0,0
37540,2014,4,14,3,282.0,7,13.0,1017.0,SE,1.79,0,0
29445,2013,5,11,20,37.0,-7,21.0,995.0,NW,57.22,0,0
35929,2014,2,6,0,139.0,-12,-4.0,1029.0,NE,2.68,0,0
12450,2011,6,3,17,56.0,6,30.0,1003.0,cv,1.79,0,0
10857,2011,3,29,8,116.0,-3,6.0,1028.0,NW,3.13,0,0
36247,2014,2,19,6,122.0,-11,-6.0,1029.0,cv,0.89,0,0
22655,2012,8,1,22,17.0,21,22.0,1007.0,NW,21.01,0,0
36346,2014,2,23,9,246.0,-6,1.0,1032.0,cv,4.45,0,0
39857,2014,7,19,16,38.0,22,37.0,1006.0,SE,12.06,0,0
15100,2011,9,22,3,59.0,8,11.0,1014.0,NW,8.05,0,0
7819,2010,11,22,18,69.0,-12,4.0,1021.0,SE,6.71,0,0
34306,2013,11,30,9,24.0,-15,6.0,1024.0,NE,3.13,0,0
30623,2013,6,29,22,164.0,22,23.0,1005.0,NW,1.79,0,0
12759,2011,6,16,14,124.0,18,23.0,1005.0,SE,8.05,0,0
39561,2014,7,7,8,80.0,22,26.0,1005.0,SE,9.84,0,0
7446,2010,11,7,5,18.0,5,8.0,1015.0,cv,1.78,0,0
31645,2013,8,11,12,161.0,25,31.0,1006.0,SE,8.05,0,0
31248,2013,7,25,23,49.0,17,27.0,1003.0,SE,38.89,0,0
24879,2012,11,2,14,175.0,5,14.0,1018.0,SE,4.92,0,0
41477,2014,9,25,4,91.0,15,15.0,1017.0,cv,1.34,0,0
1931,2010,3,22,10,784.0,-8,11.0,1013.0,NW,11.18,0,0
37934,2014,4,30,13,98.0,9,27.0,1008.0,SE,4.02,0,0
19804,2012,4,5,3,11.0,-15,9.0,1016.0,NW,34.42,0,0
32106,2013,8,30,17,10.0,5,28.0,1010.0,cv,0.89,0,0
1272,2010,2,22,23,86.0,-7,-2.0,1014.0,cv,0.89,0,0
41269,2014,9,16,12,22.0,10,20.0,1018.0,SE,1.79,0,0
28513,2013,4,3,0,138.0,-2,8.0,1011.0,cv,1.78,0,0
43808,2014,12,31,7,8.0,-22,-5.0,1034.0,NW,143.03,0,0
4718,2010,7,16,13,212.0,23,30.0,1004.0,SE,3.58,0,0
18839,2012,2,24,22,15.0,-15,-1.0,1029.0,NW,9.84,0,0
9628,2011,2,6,3,89.0,-9,-1.0,1019.0,NE,4.02,0,0
11647,2011,5,1,6,96.0,-2,17.0,1011.0,NW,177.01,0,0
38276,2014,5,14,19,19.0,2,18.0,1003.0,cv,0.89,0,0
10584,2011,3,17,23,,-7,7.0,1013.0,cv,0.89,0,0
13335,2011,7,10,14,79.0,19,32.0,1006.0,SE,1.79,0,0
5407,2010,8,14,6,,22,23.0,999.0,NW,1.79,0,0
17550,2012,1,2,5,98.0,-9,-4.0,1028.0,SE,20.57,0,0
3919,2010,6,13,6,131.0,17,21.0,1007.0,SE,19.67,0,0
30130,2013,6,9,9,14.0,16,18.0,1010.0,NW,9.39,0,2
28872,2013,4,17,23,46.0,-5,9.0,1016.0,NW,5.81,0,0
11451,2011,4,23,2,,6,9.0,1014.0,SE,14.31,0,0
4375,2010,7,2,6,11.0,19,21.0,1000.0,NW,29.95,0,0
32370,2013,9,10,17,12.0,1,29.0,1011.0,NW,38.01,0,0
20180,2012,4,20,19,110.0,12,12.0,1017.0,SE,48.27,0,1
17759,2012,1,10,22,10.0,-18,-5.0,1039.0,NW,89.41,0,0
14755,2011,9,7,18,43.0,17,21.0,1005.0,NW,4.02,0,0
4623,2010,7,12,14,188.0,22,24.0,1006.0,NE,1.79,0,0
23637,2012,9,11,20,99.0,18,22.0,1009.0,SE,39.34,0,0
14468,2011,8,26,19,95.0,21,26.0,1014.0,NW,37.55,0,1
22336,2012,7,19,15,120.0,24,30.0,1004.0,SE,21.48,0,0
15501,2011,10,8,20,325.0,15,17.0,1017.0,SE,1.78,0,0
34339,2013,12,1,18,63.0,-14,8.0,1021.0,SE,9.39,0,0
27397,2013,2,15,12,27.0,-21,3.0,1029.0,cv,3.57,0,0
1270,2010,2,22,21,95.0,-7,0.0,1014.0,SE,3.13,0,0
13159,2011,7,3,6,220.0,23,24.0,1002.0,NW,4.92,0,0
43343,2014,12,11,22,9.0,-21,0.0,1030.0,NW,23.25,0,0
7821,2010,11,22,20,91.0,-9,1.0,1021.0,cv,0.89,0,0
3279,2010,5,17,14,79.0,15,19.0,1009.0,SE,16.55,0,0
29951,2013,6,1,22,41.0,10,22.0,1008.0,SE,17.88,0,0
25239,2012,11,17,14,62.0,-7,10.0,1019.0,cv,2.68,0,0
17309,2011,12,23,4,106.0,-14,-9.0,1026.0,NW,2.68,0,0
1744,2010,3,14,15,83.0,-1,0.0,1019.0,NW,28.17,11,0
26108,2012,12,23,19,,-21,-12.0,1032.0,cv,0.89,0,0
2951,2010,5,3,22,150.0,5,19.0,1005.0,SE,4.02,0,0
24333,2012,10,10,20,26.0,-1,17.0,1018.0,SE,7.15,0,0
21753,2012,6,25,8,94.0,21,22.0,1006.0,NW,1.79,0,0
25431,2012,11,25,14,14.0,-15,7.0,1019.0,NW,34.87,0,0
42405,2014,11,2,20,7.0,-11,12.0,1022.0,NW,238.69,0,0
21568,2012,6,17,15,113.0,11,38.0,1000.0,SE,16.54,0,0
3203,2010,5,14,10,130.0,8,20.0,1016.0,SE,16.1,0,0
16260,2011,11,9,11,28.0,-4,15.0,1027.0,NW,5.81,0,0
40401,2014,8,11,8,12.0,16,27.0,1006.0,NW,27.72,0,0
9702,2011,2,9,5,176.0,-8,-6.0,1026.0,SE,1.79,0,0
7277,2010,10,31,4,117.0,0,4.0,1025.0,NW,10.74,0,0
40598,2014,8,19,13,69.0,19,32.0,1011.0,SE,4.02,0,0
1958,2010,3,23,13,54.0,-8,13.0,1021.0,SE,29.05,0,0
2753,2010,4,25,16,135.0,8,18.0,1012.0,NW,7.15,0,0
21037,2012,5,26,12,75.0,12,30.0,1005.0,SE,7.16,0,0
28608,2013,4,6,23,32.0,-7,7.0,1012.0,SE,23.25,0,0
20229,2012,4,22,20,235.0,14,17.0,1002.0,SE,12.96,0,0
40873,2014,8,31,0,100.0,20,21.0,1014.0,NE,1.79,0,2
34255,2013,11,28,6,10.0,-27,-3.0,1028.0,NW,365.2,0,0
23091,2012,8,20,2,,23,24.0,1005.0,SE,29.06,0,0
27269,2013,2,10,4,78.0,-18,-4.0,1028.0,NE,1.79,0,0
26708,2013,1,17,19,86.0,-13,-1.0,1036.0,SE,15.2,0,0
35729,2014,1,28,16,64.0,-12,5.0,1026.0,SE,30.4,0,0
22124,2012,7,10,19,56.0,21,22.0,995.0,SE,41.12,0,2
1503,2010,3,4,14,252.0,-4,7.0,1013.0,SE,19.23,0,0
19795,2012,4,4,18,11.0,-15,16.0,1011.0,NW,113.54,0,0
9290,2011,1,23,1,12.0,-23,-7.0,1032.0,NW,96.57,0,0
40142,2014,7,31,13,164.0,22,30.0,1007.0,SE,17.0,0,0
12765,2011,6,16,20,137.0,18,23.0,1007.0,SE,1.79,0,0
13957,2011,8,5,12,134.0,24,29.0,1007.0,SE,7.16,0,0
24275,2012,10,8,10,203.0,13,18.0,1021.0,cv,3.12,0,0
6658,2010,10,5,9,31.0,10,17.0,1016.0,NE,1.79,0,0
31641,2013,8,11,8,208.0,24,28.0,1007.0,SE,5.37,0,1
7618,2010,11,14,9,34.0,-8,0.0,1035.0,NW,189.59,0,0
34103,2013,11,21,22,218.0,-7,1.0,1027.0,cv,2.67,0,0
12411,2011,6,2,2,31.0,10,19.0,1007.0,SE,1.79,0,0
27230,2013,2,8,13,48.0,-22,-5.0,1035.0,cv,1.79,0,0
20316,2012,4,26,11,65.0,2,15.0,1003.0,SE,3.58,0,0
12645,2011,6,11,20,33.0,16,21.0,1005.0,cv,0.89,0,0
32566,2013,9,18,21,121.0,17,21.0,1017.0,SE,4.92,0,0
2013,2010,3,25,20,29.0,-10,5.0,1023.0,SE,1.79,0,0
8008,2010,11,30,15,242.0,0,3.0,1016.0,cv,0.89,0,0
5124,2010,8,2,11,90.0,16,28.0,1010.0,cv,5.34,0,0
33748,2013,11,7,3,8.0,-11,8.0,1022.0,NW,138.15,0,0
831,2010,2,4,14,28.0,-22,1.0,1025.0,NE,1.79,0,0
9510,2011,2,1,5,37.0,-17,-4.0,1024.0,NW,101.91,0,0
24349,2012,10,11,12,185.0,4,19.0,1016.0,SE,9.84,0,0
41044,2014,9,7,3,145.0,20,22.0,1008.0,SE,40.24,0,0
11296,2011,4,16,15,76.0,-3,24.0,1010.0,SE,29.06,0,0
31832,2013,8,19,7,18.0,17,23.0,1011.0,cv,1.78,0,0
22737,2012,8,5,8,49.0,25,26.0,1011.0,NE,1.79,0,0
41843,2014,10,10,10,331.0,15,18.0,1024.0,SE,1.79,0,0
4134,2010,6,22,5,140.0,19,23.0,1002.0,NE,1.79,0,0
39505,2014,7,5,0,168.0,22,25.0,1007.0,SE,0.89,0,0
10448,2011,3,12,7,272.0,-5,2.0,1010.0,NW,3.58,0,0
35525,2014,1,20,4,10.0,-22,-2.0,1027.0,NW,97.88,0,0
6107,2010,9,12,10,107.0,14,27.0,1012.0,NE,4.92,0,0
27999,2013,3,12,14,153.0,3,5.0,1013.0,NW,7.15,0,0
30528,2013,6,25,23,164.0,21,22.0,1000.0,SE,9.39,0,0
20562,2012,5,6,17,180.0,11,27.0,1002.0,SE,26.37,0,0
41475,2014,9,25,2,84.0,15,16.0,1017.0,SE,4.47,0,0
